id,name,category,subcategory,aurum,aurum_vozvr,argentum,argentum_vozvr,plat,plat_vozvr,palad,palad_vozvr,rod,irid,rut,mpg,indii,osmii,ekran,diam_prov,ch_jil,mat_jil,plotn_opl,prov_v_zhile,sech_jil,koldet,title,description,type,tom,revision,pages,publisher,year,isbn,rem,remarks
52747,Ишим 003,Бытовая техника и электроаппаратура,Радиоприемник,0.1755,0,1.935,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 6. Электронная и  бытовая  техника.,2,,"ООО ""Связьоценка""",2003,,,
52748,Казахстан-101 стерео,Бытовая техника и электроаппаратура,Радиоприемник,0.54,0,4.54,0,0,0,0,0,0,0,0,0.02,0,0,,0,0,,,0,0,,,,,,,,,0,,Палладий,
52749,КПП-2 Блок,Бытовая техника и электроаппаратура,Радиоприемник,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
52750,КЭМЗ РП-201,Бытовая техника и электроаппаратура,Радиоприемник,0.001735,0,0.11263,0,0.00937,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 6. Электронная и  бытовая  техника.,2,,"ООО ""Связьоценка""",2003,,,
52751,КЭМЗ РП-201-1,Бытовая техника и электроаппаратура,Радиоприемник,0,0,0.112363,0,0.00937,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 6. Электронная и  бытовая  техника.,2,,"ООО ""Связьоценка""",2003,,,
52752,КЭМЗ РП-201-2,Бытовая техника и электроаппаратура,Радиоприемник,0.0013,0,0.11593,0,0.00937,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 6. Электронная и  бытовая  техника.,2,,"ООО ""Связьоценка""",2003,,,
52753,КЭМЗ РП-201-3,Бытовая техника и электроаппаратура,Радиоприемник,0,0,0.08,0,0.00562,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 6. Электронная и  бытовая  техника.,2,,"ООО ""Связьоценка""",2003,,,
52754,Маяк (3-х программный),Бытовая техника и электроаппаратура,Радиоприемник,0.021,0,0.598,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
52755,Маяк-2,Бытовая техника и электроаппаратура,Радиоприемник,0.0173,0,1.4382,0,0.003,0,0,0,0,0,0,0.01,0,0,,0,0,,,0,0,,"Справочника по содержанию драгоценных металлов в комплектующих, узлах и деталях электронной промышленности, изделиях и кинофото-материалах.",,справочник,,,,Главное управление воспитательной работы ВС РФ,1998,,,
52756,Маяк-204,Бытовая техника и электроаппаратура,Радиоприемник,0.002,0,0.139,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
52757,Меркурий-210 (ДУЦ2.021.002),Бытовая техника и электроаппаратура,Радиоприемник,0.8480011,0,0.718011,0,0.0118448,0,0.0210207,0,0,0,0.0004587,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,"Часть 3. Аппаратура радиосвязи, телевидения и радиовещания.",2,,"ООО ""Связьоценка""",2003,,,
52758,Меркурий-210 (ДУЦ2.021.004),Бытовая техника и электроаппаратура,Радиоприемник,0.77643,0,0.588542,0,0.000003912,0,0.04763155,0,0,0,0.001582,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,"Часть 3. Аппаратура радиосвязи, телевидения и радиовещания.",2,,"ООО ""Связьоценка""",2003,,,
75768,"ДПР-32-Ф6-26 (231606) с PC 10301 (""Момент"")",Энергетическое оборудование,Электродвигатель,0.044,0,0.31,0,0,0,0.0172,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 4. Электротехническое оборудование и кабельная продукция.,2,,"ООО ""Связьоценка""",2003,,,
75769,"ДПР-32-Ф6-26 (231606) с РС 10301 (""Момент"")",Энергетическое оборудование,Электродвигатель,0.044,0,0.31,0,0,0,0,0,0,0,0,0.0172,0,0,,0,0,,,0,0,,Справочные данные,,справочник,Часть 4,,,Связь-Инвест,2001,,,
75770,ДПР-32-Ф6-26(231606) С РС10301,Энергетическое оборудование,Электродвигатель,0.044,0,0.31,0,0,0,0,0,0,0,0,0.0172,0,0,,0,0,,,0,0,,Справочные данные,,справочник,,,,,0,,,
75771,ДПР-4 16 ВТ.ОСТ16 0.515.078-86,Энергетическое оборудование,Электродвигатель,0,0,0.067,0,0,0,0,0,0,0,0,0.26,0,0,,0,0,,,0,0,,Справочные данные,,справочник,,,,,0,,,
75772,ДПР-4 40 ВТ.ОСТ16 0.515.078-86,Энергетическое оборудование,Электродвигатель,0,0,0.08,0,0,0,0,0,0,0,0,0.037,0,0,,0,0,,,0,0,,Справочные данные,,справочник,,,,,0,,,
75773,ДПР-4 60 ВТ.ОСТ16 0.515.078-86,Энергетическое оборудование,Электродвигатель,0,0,0.12,0,0,0,0,0,0,0,0,0.59,0,0,,0,0,,,0,0,,Справочные данные,,справочник,,,,,0,,,
75774,ДПР-4 90 ВТ.ОСТ16 0.515.078-86,Энергетическое оборудование,Электродвигатель,0,0,0.12,0,0,0,0,0,0,0,0,0.52,0,0,,0,0,,,0,0,,Справочные данные,,справочник,,,,,0,,,
75775,ДПР-42,Энергетическое оборудование,Электродвигатель,0,0,0.01,0,0,0,0,0,0,0,0,0.0074,0,0,,0,0,,,0,0,,Справочные данные,,справочник,Часть 4,,,Связь-Инвест,2001,,,
75776,"ДПР-42 (Н1 ,Н2,Н6,Ф 1 -02.Ф2)",Энергетическое оборудование,Электродвигатель,0,0,0.01,0,0,0,0.0074,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 4. Электротехническое оборудование и кабельная продукция.,2,,"ООО ""Связьоценка""",2003,,,
75777,ДПР-42 Н1,Энергетическое оборудование,Электродвигатель,0,0,0.01,0,0,0,0,0,0,0,0,0.0074,0,0,,0,0,,,0,0,,Справочные данные,,справочник,Часть 4,,,Связь-Инвест,2001,,,
75778,ДПР-42 Н2,Энергетическое оборудование,Электродвигатель,0,0,0.01,0,0,0,0,0,0,0,0,0.0074,0,0,,0,0,,,0,0,,Справочные данные,,справочник,Часть 4,,,Связь-Инвест,2001,,,
75779,ДПР-42 Н51Ф5,Энергетическое оборудование,Электродвигатель,0,0,0.05,0,0,0,0,0,0,0,0,0.0694,0,0,,0,0,,,0,0,,Справочные данные,,справочник,Часть 4,,,Связь-Инвест,2001,,,
75780,ДПР-42 Н6,Энергетическое оборудование,Электродвигатель,0,0,0.01,0,0,0,0,0,0,0,0,0.0074,0,0,,0,0,,,0,0,,Справочные данные,,справочник,Часть 4,,,Связь-Инвест,2001,,,
75781,ДПР-42 Н9/Ф9-21,Энергетическое оборудование,Электродвигатель,0,0,0.05,0,0,0,0,0,0,0,0,0.0694,0,0,,0,0,,,0,0,,Справочные данные,,справочник,Часть 4,,,Связь-Инвест,2001,,,
75782,ДПР-42 Ф1-02,Энергетическое оборудование,Электродвигатель,0,0,0.01,0,0,0,0,0,0,0,0,0.0074,0,0,,0,0,,,0,0,,Справочные данные,,справочник,Часть 4,,,Связь-Инвест,2001,,,
75783,ДПР-42 Ф2,Энергетическое оборудование,Электродвигатель,0,0,0.01,0,0,0,0,0,0,0,0,0.0074,0,0,,0,0,,,0,0,,Справочные данные,,справочник,Часть 4,,,Связь-Инвест,2001,,,
75784,"ДПР-42,52,62,72(Н51Ф5; Н9/Ф9-21)",Энергетическое оборудование,Электродвигатель,0,0,0.05,0,0,0,0.0694,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 4. Электротехническое оборудование и кабельная продукция.,2,,"ООО ""Связьоценка""",2003,,,
75785,ДПР-42-Н1 ОСТ16 0.515.007-74,Энергетическое оборудование,Электродвигатель,0,0,0.01,0,0,0,0,0,0,0,0,0.0074,0,0,,0,0,,,0,0,,Справочные данные,,справочник,,,,,0,,,
75786,ДПР-42-Н1-03,Энергетическое оборудование,Электродвигатель,0,0,0.0246,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
75787,ДПР-42-Н1-03П,Энергетическое оборудование,Электродвигатель,0,0,0.12,0,0,0,0.0694,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 4. Электротехническое оборудование и кабельная продукция.,2,,"ООО ""Связьоценка""",2003,,,
103821,Бриг 24-1-2р,Аппаратура связи,Аппаратура связи,1.85,0,29.5,0,0.18,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103822,БСПСКС (КПБКС),Аппаратура связи,Аппаратура связи,0.01372,0,14.66394,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 2. Аппаратура проводной связи.,2,,"ООО ""Связьоценка""",2003,,,
103823,БУК-Д с ВУ,Аппаратура связи,Аппаратура связи,6.658,0,1.541,0,0,0,0,0,0,0,0,0.752,0,0,,0,0,,,0,0,,"Перечень приборов и оборудования, содержащих металлы.РД 52.19.282-90",,перечень,,,,,1990,,,
103824,ВА 049,Аппаратура связи,Аппаратура связи,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
103825,ВПЭУ,Аппаратура связи,Аппаратура связи,0.21509315,0,0.75088564,0,0,0,0.17038,0,0,0,0,0,0,0,,0,0,,,0,0,,"Содержание драгоценных металлов в электротехнических изделиях, аппаратуре связи, контрольно-измерительных приборах, кабельной продукции, электронной и бытовой технике. Информационный справочник в шести частях.",,справочник,Часть 2. Аппаратура проводной связи.,2,,"ООО ""Связьоценка""",2003,,,
103826,ВСТ-3БС,Аппаратура связи,Аппаратура связи,0,0,21.8361,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103827,ВУС 320/30,Аппаратура связи,Аппаратура связи,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103828,ВУС 36/60,Аппаратура связи,Аппаратура связи,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103829,ВУС 90/25,Аппаратура связи,Аппаратура связи,0,0,4.494,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103830,ВУС-36к250,Аппаратура связи,Аппаратура связи,0,0,22.9542,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103831,ГГС ДА-1,Аппаратура связи,Аппаратура связи,0.44,0,5.94,0,0.06,0,0,0,0,0,0,0.26,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103832,Гранит-15,Аппаратура связи,Аппаратура связи,1.1976142,0,7.7072802,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103833,Гранит-40М,Аппаратура связи,Аппаратура связи,112.812,0,124.812,0,1.172,0,0,0,0,0,0,2.23,0,0,,0,0,,,0,0,,Отраслевые данные,,,,,,в/ч 52917,0,,,
103834,Гранит-5,Аппаратура связи,Аппаратура связи,0.2886664,0,0.8575808,0,0.0506092,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103835,Гранит-8,Аппаратура связи,Аппаратура связи,0.0001304,0,0.0937604,0,0.1171616,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103836,Гранит-П-20М,Аппаратура связи,Аппаратура связи,96.022,0,113.185,0,0.732,0,0,0,0,0,0,2.216,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103837,Гранит-П-40М,Аппаратура связи,Аппаратура связи,112.812,0,124.812,0,1.172,0,0,0,0,0,0,2.23,0,0,,0,0,,,0,0,,"Перечень приборов, элементов, деталей и узлов аппаратуры связи,  содержащих драгоценные металлы.",,перечень,,,,МО СССР,1979,,,
103838,Д-23,Аппаратура связи,Аппаратура связи,1.47413,0,496.6356,0,0.016,0,0,0,0,0,0,0.03196,0,0,,0,0,,,0,0,,,,,,,,,0,,,
103839,Д-24,Аппаратура связи,Аппаратура связи,14.7456,0,112.4132,0,0,0,0,0,0,0,0,5.716,0,0,,0,0,,,0,0,,,,,,,,,0,,,
103840,ДУ-УКК,Аппаратура связи,Аппаратура связи,9.37,0,18.48,0,0.3,0,0,0,0,0,0,0.31,0,0,,0,0,,,0,0,,Отраслевые данные,,,,,,в/ч 52917,0,,,
85334,Г-2000-3,Подъемно-транспортное оборудование,Лифт,0,0,147.963,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1978,,,
85335,Г-3200-3,Подъемно-транспортное оборудование,Лифт,0,0,147.98,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1985,,,
85336,Г-3200-4,Подъемно-транспортное оборудование,Лифт,0,0,155.7418,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1989,,,
85337,Г/П-2000-5,Подъемно-транспортное оборудование,Лифт,0,0,208.9307,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1967,,,
85338,Г/П-500-4,Подъемно-транспортное оборудование,Лифт,0,0,155.74,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1980,,,
85339,П-1000-6,Подъемно-транспортное оборудование,Лифт,0.299,0,312.77,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1983,,,
85340,П-1000-8,Подъемно-транспортное оборудование,Лифт,0.1976,0,360.1827,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1989,,,
85341,П-1000-9,Подъемно-транспортное оборудование,Лифт,0.1976,0,258.7909,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1989,,,
85342,П-320-4,Подъемно-транспортное оборудование,Лифт,0.00988,0,248.367,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1983,,,
85343,П-500-3,Подъемно-транспортное оборудование,Лифт,0.1579,0,240.739,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1983,,,
85344,П-500-4,Подъемно-транспортное оборудование,Лифт,0.1599,0,242.6133,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1989,,,
85345,П-500-5,Подъемно-транспортное оборудование,Лифт,0.15704,0,247.304,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1967,,,
85346,П-500-8,Подъемно-транспортное оборудование,Лифт,0.2874,0,282.607,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,1986,,,
85347,ВС-2201,Подъемно-транспортное оборудование,Подъемник,0.0033,0,5.0553,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,0,,,
85348,МШТС-4МН,Подъемно-транспортное оборудование,Подъемник,0.0033,0,2.5317,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,0,,,
85349,"ТЭ-0,5 ВЗП",Подъемно-транспортное оборудование,Таль электрическая,0,0,6.802,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
85350,ТЭ-200-1,Подъемно-транспортное оборудование,Таль электрическая,0,0,19.633,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,0,,,
85351,ТЭ-506,Подъемно-транспортное оборудование,Таль электрическая,0,0,36.6,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,Паспорт изготовителя,,паспорт,,,,,0,,,
85352,ЕС-301-2,Подъемно-транспортное оборудование,Тележка самоходная,0,0,36,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
85353,Л-340,Подъемно-транспортное оборудование,Тележка самоходная,0,0,26.964,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,0,,,
